module	file	loc	match_count	match_arms_total	avg_match_arms	if_count	if_chain_count	max_branch_depth	fanout	branch_sites_total
db::executor::planning::route::hints::aggregate	crates/icydb-core/src/db/executor/planning/route/hints/aggregate.rs	102	2	6	3.00	2	2	1	1	4
db::executor::planning::route::hints::load	crates/icydb-core/src/db/executor/planning/route/hints/load.rs	119	0	0	0.00	5	5	1	1	5
db::executor::planning::route::hints	crates/icydb-core/src/db/executor/planning/route/hints/mod.rs	10	0	0	0.00	0	0	0	0	0
db::executor::planning::route	crates/icydb-core/src/db/executor/planning/route/mod.rs	71	0	0	0.00	0	0	0	0	0
db::executor::planning::route::mode	crates/icydb-core/src/db/executor/planning/route/mode.rs	62	1	3	3.00	4	4	2	1	5
db::executor::planning::route::order_pushdown	crates/icydb-core/src/db/executor/planning/route/order_pushdown.rs	171	5	24	4.80	0	0	1	1	5
db::executor::planning::route::planner::entrypoints	crates/icydb-core/src/db/executor/planning/route/planner/entrypoints.rs	180	1	4	4.00	1	1	1	2	2
db::executor::planning::route::planner::execution::aggregate_count	crates/icydb-core/src/db/executor/planning/route/planner/execution/aggregate_count.rs	60	2	4	2.00	0	0	1	1	2
db::executor::planning::route::planner::execution::aggregate_grouped	crates/icydb-core/src/db/executor/planning/route/planner/execution/aggregate_grouped.rs	26	0	0	0.00	1	1	1	1	1
db::executor::planning::route::planner::execution::aggregate_non_count	crates/icydb-core/src/db/executor/planning/route/planner/execution/aggregate_non_count.rs	56	1	2	2.00	0	0	1	1	1
db::executor::planning::route::planner::execution::load_scalar	crates/icydb-core/src/db/executor/planning/route/planner/execution/load_scalar.rs	30	0	0	0.00	1	1	1	1	1
db::executor::planning::route::planner::execution	crates/icydb-core/src/db/executor/planning/route/planner/execution/mod.rs	81	1	2	2.00	5	1	1	1	2
db::executor::planning::route::planner::feasibility::gates	crates/icydb-core/src/db/executor/planning/route/planner/feasibility/gates.rs	87	0	0	0.00	1	1	1	1	1
db::executor::planning::route::planner::feasibility	crates/icydb-core/src/db/executor/planning/route/planner/feasibility/mod.rs	339	0	0	0.00	0	0	0	1	0
db::executor::planning::route::planner::intent	crates/icydb-core/src/db/executor/planning/route/planner/intent.rs	127	1	4	4.00	3	3	2	2	4
db::executor::planning::route::planner	crates/icydb-core/src/db/executor/planning/route/planner/mod.rs	15	0	0	0.00	0	0	0	0	0
db::executor::planning::route::planner::stages	crates/icydb-core/src/db/executor/planning/route/planner/stages.rs	139	0	0	0.00	1	1	1	1	1
db::executor::planning::route::pushdown	crates/icydb-core/src/db/executor/planning/route/pushdown.rs	174	1	3	3.00	9	9	2	2	10
db::executor::planning::route::semantics	crates/icydb-core/src/db/executor/planning/route/semantics.rs	28	0	0	0.00	0	0	0	1	0
db::executor::planning::route::terminal	crates/icydb-core/src/db/executor/planning/route/terminal.rs	95	0	0	0.00	1	1	1	2	1
db::executor::prepared_execution_plan	crates/icydb-core/src/db/executor/prepared_execution_plan.rs	1053	7	20	2.86	21	21	1	3	28
db::executor::profiling	crates/icydb-core/src/db/executor/profiling.rs	163	0	0	0.00	7	7	1	1	7
db::executor::projection::covering::hybrid	crates/icydb-core/src/db/executor/projection/covering/hybrid.rs	217	1	4	4.00	8	8	1	4	9
db::executor::projection::covering	crates/icydb-core/src/db/executor/projection/covering/mod.rs	121	0	0	0.00	3	3	1	4	3
db::executor::projection::covering::pure	crates/icydb-core/src/db/executor/projection/covering/pure.rs	441	0	0	0.00	17	17	2	4	17
db::executor::projection::covering::shared	crates/icydb-core/src/db/executor/projection/covering/shared.rs	119	2	8	4.00	3	3	2	3	5
db::executor::projection::eval	crates/icydb-core/src/db/executor/projection/eval/mod.rs	131	2	4	2.00	0	0	1	3	2
db::executor::projection::eval::operators::binary::comparison	crates/icydb-core/src/db/executor/projection/eval/operators/binary/comparison.rs	65	1	7	7.00	6	4	2	2	5
db::executor::projection::eval::operators::binary	crates/icydb-core/src/db/executor/projection/eval/operators/binary/mod.rs	115	6	30	5.00	1	1	2	2	7
db::executor::projection::eval::operators	crates/icydb-core/src/db/executor/projection/eval/operators/mod.rs	4	0	0	0.00	0	0	0	0	0
db::executor::projection::eval::operators::unary	crates/icydb-core/src/db/executor/projection/eval/operators/unary.rs	28	2	2	1.00	1	1	1	2	3
db::executor::projection::eval::scalar	crates/icydb-core/src/db/executor/projection/eval/scalar.rs	201	1	6	6.00	3	3	2	3	4
db::executor::projection::facade	crates/icydb-core/src/db/executor/projection/facade.rs	130	1	2	2.00	3	3	2	4	4
db::executor::projection::grouped	crates/icydb-core/src/db/executor/projection/grouped.rs	389	2	15	7.50	4	4	2	3	6
db::executor::projection::materialize	crates/icydb-core/src/db/executor/projection/materialize/mod.rs	842	0	0	0.00	11	11	1	6	11
db::executor::projection	crates/icydb-core/src/db/executor/projection/mod.rs	59	0	0	0.00	0	0	0	0	0
db::executor::runtime_context::index_readers	crates/icydb-core/src/db/executor/runtime_context/index_readers.rs	121	1	3	3.00	1	1	2	5	2
db::executor::runtime_context	crates/icydb-core/src/db/executor/runtime_context/mod.rs	491	7	14	2.00	10	10	2	5	17
db::executor::scan::fast_stream	crates/icydb-core/src/db/executor/scan/fast_stream/mod.rs	29	0	0	0.00	0	0	0	3	0
db::executor::scan::fast_stream_route::handlers	crates/icydb-core/src/db/executor/scan/fast_stream_route/handlers.rs	35	0	0	0.00	0	0	0	3	0
db::executor::scan::fast_stream_route	crates/icydb-core/src/db/executor/scan/fast_stream_route/mod.rs	75	1	4	4.00	0	0	1	2	1
db::executor::scan::index_range_limit	crates/icydb-core/src/db/executor/scan/index_range_limit.rs	52	0	0	0.00	0	0	0	3	0
db::executor::scan	crates/icydb-core/src/db/executor/scan/mod.rs	5	0	0	0.00	0	0	0	0	0
db::executor::scan::secondary_index	crates/icydb-core/src/db/executor/scan/secondary_index.rs	61	0	0	0.00	1	1	1	3	1
db::executor::stream::access::bindings	crates/icydb-core/src/db/executor/stream/access/bindings.rs	117	0	0	0.00	2	2	1	2	2
db::executor::stream::access	crates/icydb-core/src/db/executor/stream/access/mod.rs	10	0	0	0.00	0	0	0	0	0
db::executor::stream::access::physical	crates/icydb-core/src/db/executor/stream/access/physical.rs	593	3	12	4.00	25	25	2	5	28
db::executor::stream::access::scan	crates/icydb-core/src/db/executor/stream/access/scan.rs	407	3	9	3.00	17	17	2	4	20
db::executor::stream::access::traversal	crates/icydb-core/src/db/executor/stream/access/traversal.rs	244	1	3	3.00	7	7	2	3	8
db::executor::stream::key::composite	crates/icydb-core/src/db/executor/stream/key/composite.rs	316	2	6	3.00	13	13	3	3	15
db::executor::stream::key::contracts	crates/icydb-core/src/db/executor/stream/key/contracts.rs	348	7	43	6.14	1	1	1	2	8
db::executor::stream::key::distinct	crates/icydb-core/src/db/executor/stream/key/distinct.rs	65	0	0	0.00	4	4	3	2	4
db::executor::stream::key	crates/icydb-core/src/db/executor/stream/key/mod.rs	17	0	0	0.00	0	0	0	0	0
db::executor::stream::key::order	crates/icydb-core/src/db/executor/stream/key/order.rs	44	3	6	2.00	0	0	1	1	3
db::executor::stream	crates/icydb-core/src/db/executor/stream/mod.rs	2	0	0	0.00	0	0	0	0	0
db::executor::terminal::bytes	crates/icydb-core/src/db/executor/terminal/bytes.rs	338	6	15	2.50	3	3	2	3	9
db::executor::terminal	crates/icydb-core/src/db/executor/terminal/mod.rs	62	0	0	0.00	3	3	2	3	3
db::executor::terminal::page::cursor	crates/icydb-core/src/db/executor/terminal/page/cursor.rs	74	0	0	0.00	2	2	1	2	2
db::executor::terminal::page::direct_path	crates/icydb-core/src/db/executor/terminal/page/direct_path.rs	195	4	12	3.00	1	1	2	2	5
db::executor::terminal::page::metrics	crates/icydb-core/src/db/executor/terminal/page/metrics.rs	228	0	0	0.00	7	7	1	0	7
db::executor::terminal::page	crates/icydb-core/src/db/executor/terminal/page/mod.rs	273	4	12	3.00	2	2	1	4	6
db::executor::terminal::page::plan	crates/icydb-core/src/db/executor/terminal/page/plan.rs	497	3	14	4.67	9	8	3	2	11
db::executor::terminal::page::post_access	crates/icydb-core/src/db/executor/terminal/page/post_access.rs	217	3	7	2.33	24	24	3	2	27
db::executor::terminal::page::post_scan	crates/icydb-core/src/db/executor/terminal/page/post_scan.rs	191	2	4	2.00	5	5	1	2	7
db::executor::terminal::page::retained	crates/icydb-core/src/db/executor/terminal/page/retained.rs	185	3	6	2.00	3	3	2	2	6
db::executor::terminal::page::row_runtime	crates/icydb-core/src/db/executor/terminal/page/row_runtime.rs	313	1	2	2.00	5	4	1	2	5
db::executor::terminal::page::scan	crates/icydb-core/src/db/executor/terminal/page/scan.rs	493	2	8	4.00	5	5	1	3	7
db::executor::terminal::ranking::by_slot	crates/icydb-core/src/db/executor/terminal/ranking/by_slot.rs	111	0	0	0.00	0	0	0	5	0
db::executor::terminal::ranking::materialized	crates/icydb-core/src/db/executor/terminal/ranking/materialized/mod.rs	204	1	2	2.00	3	3	1	4	4
db::executor::terminal::ranking::materialized::projections	crates/icydb-core/src/db/executor/terminal/ranking/materialized/projections.rs	150	0	0	0.00	0	0	0	4	0
db::executor::terminal::ranking	crates/icydb-core/src/db/executor/terminal/ranking/mod.rs	186	4	12	3.00	1	1	1	5	5
db::executor::terminal::ranking::take	crates/icydb-core/src/db/executor/terminal/ranking/take.rs	21	0	0	0.00	0	0	0	3	0
db::executor::terminal::row_decode	crates/icydb-core/src/db/executor/terminal/row_decode/mod.rs	201	0	0	0.00	2	2	1	5	2
db::executor::terminal::typed_response	crates/icydb-core/src/db/executor/terminal/typed_response.rs	37	0	0	0.00	0	0	0	4	0
db::executor::traversal	crates/icydb-core/src/db/executor/traversal.rs	52	0	0	0.00	2	2	1	2	2
db::executor::util	crates/icydb-core/src/db/executor/util.rs	28	0	0	0.00	3	3	1	0	3
db::executor::window	crates/icydb-core/src/db/executor/window.rs	73	0	0	0.00	2	2	1	1	2
db::identity	crates/icydb-core/src/db/identity/mod.rs	293	0	0	0.00	20	20	1	0	20
db::index::entry	crates/icydb-core/src/db/index/entry.rs	432	4	10	2.50	14	14	1	4	18
db::index::envelope	crates/icydb-core/src/db/index/envelope/mod.rs	139	7	16	2.29	4	4	1	2	11
db::index::key::build	crates/icydb-core/src/db/index/key/build.rs	477	13	28	2.15	14	14	2	5	27
db::index::key::codec::bounds	crates/icydb-core/src/db/index/key/codec/bounds.rs	43	0	0	0.00	0	0	0	1	0
db::index::key::codec::envelope	crates/icydb-core/src/db/index/key/codec/envelope.rs	28	0	0	0.00	0	0	0	2	0
db::index::key::codec::error	crates/icydb-core/src/db/index/key/codec/error.rs	9	0	0	0.00	0	0	0	0	0
db::index::key::codec	crates/icydb-core/src/db/index/key/codec/mod.rs	273	0	0	0.00	9	9	1	2	9
db::index::key::codec::scalar	crates/icydb-core/src/db/index/key/codec/scalar.rs	22	1	3	3.00	0	0	1	1	1
db::index::key::codec::tuple	crates/icydb-core/src/db/index/key/codec/tuple.rs	57	0	0	0.00	5	5	1	1	5
db::index::key::expression	crates/icydb-core/src/db/index/key/expression.rs	55	3	9	3.00	0	0	1	3	3
db::index::key::id	crates/icydb-core/src/db/index/key/id.rs	53	0	0	0.00	1	1	1	1	1
db::index::key	crates/icydb-core/src/db/index/key/mod.rs	14	0	0	0.00	0	0	0	0	0
db::index::key::ordered::error	crates/icydb-core/src/db/index/key/ordered/error.rs	22	0	0	0.00	0	0	0	1	0
db::index::key::ordered	crates/icydb-core/src/db/index/key/ordered/mod.rs	265	5	66	13.20	1	1	1	3	6
db::index::key::ordered::normalize	crates/icydb-core/src/db/index/key/ordered/normalize.rs	169	0	0	0.00	10	10	1	2	10
db::index::key::ordered::parts	crates/icydb-core/src/db/index/key/ordered/parts.rs	89	2	4	2.00	3	3	1	3	5
db::index::key::ordered::semantics	crates/icydb-core/src/db/index/key/ordered/semantics.rs	68	0	0	0.00	2	2	1	3	2
db::index	crates/icydb-core/src/db/index/mod.rs	43	0	0	0.00	0	0	0	0	0
db::index::pk_equivalence	crates/icydb-core/src/db/index/pk_equivalence.rs	33	0	0	0.00	0	0	0	2	0
db::index::plan::delta	crates/icydb-core/src/db/index/plan/delta.rs	50	0	0	0.00	0	0	0	1	0
db::index::plan::error	crates/icydb-core/src/db/index/plan/error.rs	37	0	0	0.00	0	0	0	1	0
db::index::plan	crates/icydb-core/src/db/index/plan/mod.rs	264	3	6	2.00	8	8	2	4	11
db::index::plan::read	crates/icydb-core/src/db/index/plan/read.rs	26	0	0	0.00	0	0	0	4	0
db::index::plan::unique	crates/icydb-core/src/db/index/plan/unique.rs	126	0	0	0.00	6	6	1	4	6
db::index::predicate::compile	crates/icydb-core/src/db/index/predicate/compile.rs	382	16	57	3.56	13	9	2	2	25
db::index::predicate	crates/icydb-core/src/db/index/predicate/mod.rs	132	2	15	7.50	3	3	2	4	5
db::index::range	crates/icydb-core/src/db/index/range.rs	258	7	20	2.86	6	6	1	3	13
db::index::readers	crates/icydb-core/src/db/index/readers.rs	98	0	0	0.00	0	0	0	5	0
db::index::scan	crates/icydb-core/src/db/index/scan/mod.rs	2	0	0	0.00	0	0	0	0	0
db::index::scan::raw	crates/icydb-core/src/db/index/scan/raw.rs	38	1	2	2.00	3	3	2	2	4
db::index::store	crates/icydb-core/src/db/index/store.rs	93	1	3	3.00	0	0	1	1	1
db::migration	crates/icydb-core/src/db/migration/mod.rs	549	2	5	2.50	18	18	1	3	20
db	crates/icydb-core/src/db/mod.rs	359	0	0	0.00	0	0	0	3	0
db::numeric	crates/icydb-core/src/db/numeric/mod.rs	113	2	8	4.00	4	4	1	2	6
db::physical_access	crates/icydb-core/src/db/physical_access.rs	61	0	0	0.00	4	4	1	1	4
db::predicate::capability	crates/icydb-core/src/db/predicate/capability.rs	425	7	24	3.43	19	14	2	3	21
db::predicate::coercion	crates/icydb-core/src/db/predicate/coercion.rs	82	2	7	3.50	0	0	1	1	2
db::predicate::encoding	crates/icydb-core/src/db/predicate/encoding.rs	317	8	52	6.50	4	4	3	2	12
db::predicate::fingerprint	crates/icydb-core/src/db/predicate/fingerprint.rs	31	0	0	0.00	0	0	0	1	0
db::predicate::membership	crates/icydb-core/src/db/predicate/membership.rs	54	0	0	0.00	5	5	2	2	5
db::predicate	crates/icydb-core/src/db/predicate/mod.rs	64	0	0	0.00	0	0	0	2	0
db::predicate::model	crates/icydb-core/src/db/predicate/model.rs	424	3	17	5.67	1	1	1	2	4
db::predicate::normalize	crates/icydb-core/src/db/predicate/normalize.rs	477	9	60	6.67	19	18	2	4	27
db::predicate::parser::expression::atom::field	crates/icydb-core/src/db/predicate/parser/expression/atom/field/mod.rs	36	1	2	2.00	2	2	2	1	3
db::predicate::parser::expression::atom::field::plain::compare	crates/icydb-core/src/db/predicate/parser/expression/atom/field/plain/compare.rs	22	0	0	0.00	1	1	1	1	1
db::predicate::parser::expression::atom::field::plain	crates/icydb-core/src/db/predicate/parser/expression/atom/field/plain/mod.rs	24	0	0	0.00	1	1	1	1	1
db::predicate::parser::expression::atom::field::plain::special	crates/icydb-core/src/db/predicate/parser/expression/atom/field/plain/special.rs	88	0	0	0.00	12	12	2	2	12
db::predicate::parser::expression::atom::field::wrapped	crates/icydb-core/src/db/predicate/parser/expression/atom/field/wrapped.rs	49	0	0	0.00	3	3	1	2	3
db::predicate::parser::expression::atom::literal	crates/icydb-core/src/db/predicate/parser/expression/atom/literal.rs	42	1	2	2.00	1	1	2	2	2
db::predicate::parser::expression::atom	crates/icydb-core/src/db/predicate/parser/expression/atom/mod.rs	33	0	0	0.00	3	3	1	1	3
db::predicate::parser::expression::chain	crates/icydb-core/src/db/predicate/parser/expression/chain.rs	28	0	0	0.00	1	1	1	1	1
db::predicate::parser::expression	crates/icydb-core/src/db/predicate/parser/expression/mod.rs	11	0	0	0.00	0	0	0	1	0
db::predicate::parser::lowering	crates/icydb-core/src/db/predicate/parser/lowering.rs	113	1	2	2.00	8	8	2	2	9
db::predicate::parser	crates/icydb-core/src/db/predicate/parser/mod.rs	68	2	20	10.00	3	3	2	1	5
db::predicate::parser::operand::field	crates/icydb-core/src/db/predicate/parser/operand/field.rs	62	2	4	2.00	2	2	1	1	4
db::predicate::parser::operand	crates/icydb-core/src/db/predicate/parser/operand/mod.rs	9	0	0	0.00	0	0	0	0	0
db::predicate::parser::operand::text	crates/icydb-core/src/db/predicate/parser/operand/text.rs	146	2	4	2.00	9	9	1	2	11
db::predicate::resolved	crates/icydb-core/src/db/predicate/resolved.rs	99	3	6	2.00	0	0	1	2	3
db::predicate::row_policy	crates/icydb-core/src/db/predicate/row_policy.rs	5	0	0	0.00	0	0	0	0	0
db::predicate::runtime::compare	crates/icydb-core/src/db/predicate/runtime/compare/mod.rs	7	0	0	0.00	0	0	0	0	0
db::predicate::runtime::compare::scalar::direct::compare	crates/icydb-core/src/db/predicate/runtime/compare/scalar/direct/compare.rs	152	7	20	2.86	5	5	2	2	12
db::predicate::runtime::compare::scalar::direct::decode	crates/icydb-core/src/db/predicate/runtime/compare/scalar/direct/decode.rs	97	12	24	2.00	0	0	1	1	12
db::predicate::runtime::compare::scalar::direct	crates/icydb-core/src/db/predicate/runtime/compare/scalar/direct/mod.rs	2	0	0	0.00	0	0	0	0	0
db::predicate::runtime::compare::scalar	crates/icydb-core/src/db/predicate/runtime/compare/scalar/mod.rs	74	1	15	15.00	0	0	1	2	1
db::predicate::runtime::compare::scalar::text	crates/icydb-core/src/db/predicate/runtime/compare/scalar/text.rs	100	6	16	2.67	3	3	2	2	9
db::predicate::runtime::compare::value	crates/icydb-core/src/db/predicate/runtime/compare/value.rs	66	3	12	4.00	1	1	1	2	4
db::predicate::runtime	crates/icydb-core/src/db/predicate/runtime/mod.rs	817	18	98	5.44	13	13	2	3	31
db::predicate::semantics	crates/icydb-core/src/db/predicate/semantics.rs	156	8	26	3.25	4	4	2	2	12
db::predicate::simplify	crates/icydb-core/src/db/predicate/simplify.rs	223	8	33	4.12	13	11	2	1	19
db::query::api	crates/icydb-core/src/db/query/api/mod.rs	2	0	0	0.00	0	0	0	0	0
db::query::api::result_ext	crates/icydb-core/src/db/query/api/result_ext.rs	57	2	6	3.00	1	1	1	2	3
db::query::builder::aggregate	crates/icydb-core/src/db/query/builder/aggregate.rs	564	13	39	3.00	0	0	1	1	13
db::query::builder::field	crates/icydb-core/src/db/query/builder/field.rs	147	0	0	0.00	0	0	0	1	0
db::query::builder	crates/icydb-core/src/db/query/builder/mod.rs	25	0	0	0.00	0	0	0	0	0
db::query::builder::numeric_projection	crates/icydb-core/src/db/query/builder/numeric_projection.rs	230	1	3	3.00	2	2	2	3	3
db::query::builder::scalar_projection	crates/icydb-core/src/db/query/builder/scalar_projection.rs	171	5	39	7.80	3	3	2	2	8
db::query::builder::text_projection	crates/icydb-core/src/db/query/builder/text_projection.rs	170	0	0	0.00	0	0	0	2	0
db::query::explain::access_projection	crates/icydb-core/src/db/query/explain/access_projection.rs	226	0	0	0.00	2	2	1	3	2
db::query::explain::execution	crates/icydb-core/src/db/query/explain/execution.rs	447	6	51	8.50	1	1	1	2	7
db::query::explain::json	crates/icydb-core/src/db/query/explain/json.rs	111	13	26	2.00	1	1	1	1	14
db::query::explain	crates/icydb-core/src/db/query/explain/mod.rs	24	0	0	0.00	0	0	0	0	0
db::query::explain::nodes	crates/icydb-core/src/db/query/explain/nodes/mod.rs	117	4	9	2.25	6	6	3	2	10
db::query::explain::plan	crates/icydb-core/src/db/query/explain/plan.rs	640	13	40	3.08	4	4	2	3	17
db::query::explain::render	crates/icydb-core/src/db/query/explain/render.rs	282	1	1	1.00	33	33	2	1	34
db::query::explain::writer	crates/icydb-core/src/db/query/explain/writer.rs	130	1	8	8.00	4	4	1	1	5
db::query::expr	crates/icydb-core/src/db/query/expr.rs	718	4	61	15.25	3	3	2	3	7
db::query::fingerprint::aggregate_hash	crates/icydb-core/src/db/query/fingerprint/aggregate_hash.rs	72	1	2	2.00	3	3	1	1	4
db::query::fingerprint::fingerprint	crates/icydb-core/src/db/query/fingerprint/fingerprint.rs	47	0	0	0.00	0	0	0	1	0
db::query::fingerprint::hash_parts::access	crates/icydb-core/src/db/query/fingerprint/hash_parts/access.rs	121	0	0	0.00	0	0	0	3	0
db::query::fingerprint::hash_parts::grouping::having	crates/icydb-core/src/db/query/fingerprint/hash_parts/grouping/having.rs	417	7	48	6.86	0	0	1	1	7
db::query::fingerprint::hash_parts::grouping	crates/icydb-core/src/db/query/fingerprint/hash_parts/grouping.rs	250	4	8	2.00	5	5	2	1	9
db::query::fingerprint::hash_parts	crates/icydb-core/src/db/query/fingerprint/hash_parts/mod.rs	328	16	34	2.12	3	3	2	2	19
db::query::fingerprint::hash_parts::profile	crates/icydb-core/src/db/query/fingerprint/hash_parts/profile.rs	311	5	28	5.60	0	0	1	1	5
db::query::fingerprint	crates/icydb-core/src/db/query/fingerprint/mod.rs	20	0	0	0.00	0	0	0	1	0
db::query::fingerprint::projection_hash	crates/icydb-core/src/db/query/fingerprint/projection_hash.rs	222	5	26	5.20	4	4	2	2	9
db::query::fingerprint::shape_signature	crates/icydb-core/src/db/query/fingerprint/shape_signature/mod.rs	46	0	0	0.00	0	0	0	1	0
db::query::fluent::delete	crates/icydb-core/src/db/query/fluent/delete.rs	141	1	3	3.00	1	1	1	3	2
db::query::fluent::load::builder	crates/icydb-core/src/db/query/fluent/load/builder.rs	152	0	0	0.00	0	0	0	4	0
db::query::fluent::load	crates/icydb-core/src/db/query/fluent/load/mod.rs	10	0	0	0.00	0	0	0	0	0
db::query::fluent::load::pagination	crates/icydb-core/src/db/query/fluent/load/pagination.rs	59	0	0	0.00	0	0	0	2	0
db::query::fluent::load::result	crates/icydb-core/src/db/query/fluent/load/result.rs	38	3	6	2.00	0	0	1	2	3
db::query::fluent::load::runtime	crates/icydb-core/src/db/query/fluent/load/runtime.rs	96	8	16	2.00	0	0	1	4	8
db::query::fluent::load::terminals	crates/icydb-core/src/db/query/fluent/load/terminals.rs	867	0	0	0.00	0	0	0	5	0
db::query::fluent::load::validation	crates/icydb-core/src/db/query/fluent/load/validation.rs	51	0	0	0.00	1	1	1	2	1
db::query::fluent	crates/icydb-core/src/db/query/fluent/mod.rs	2	0	0	0.00	0	0	0	0	0
db::query::intent::cache_key	crates/icydb-core/src/db/query/intent/cache_key.rs	556	12	46	3.83	1	1	1	3	13
db::query::intent::errors	crates/icydb-core/src/db/query/intent/errors/mod.rs	292	8	25	3.12	0	0	1	2	8
db::query::intent::key_access	crates/icydb-core/src/db/query/intent/key_access.rs	35	1	2	2.00	0	0	1	3	1
db::query::intent	crates/icydb-core/src/db/query/intent/mod.rs	21	0	0	0.00	0	0	0	0	0
db::query::intent::model	crates/icydb-core/src/db/query/intent/model.rs	355	0	0	0.00	3	3	1	4	3
db::query::intent::mutation	crates/icydb-core/src/db/query/intent/mutation.rs	169	3	6	2.00	6	6	2	1	9
db::query::intent::policy	crates/icydb-core/src/db/query/intent/policy.rs	32	1	3	3.00	0	0	1	1	1
db::query::intent::query	crates/icydb-core/src/db/query/intent/query.rs	552	2	4	2.00	0	0	1	3	2
db::query::intent::state	crates/icydb-core/src/db/query/intent/state.rs	385	19	42	2.21	3	3	2	1	22
db::query	crates/icydb-core/src/db/query/mod.rs	10	0	0	0.00	0	0	0	0	0
db::query::plan::access_choice::evaluator	crates/icydb-core/src/db/query/plan/access_choice/evaluator/mod.rs	117	2	6	3.00	1	1	1	2	3
db::query::plan::access_choice::evaluator::prefix	crates/icydb-core/src/db/query/plan/access_choice/evaluator/prefix.rs	257	5	13	2.60	19	19	2	3	24
db::query::plan::access_choice::evaluator::range	crates/icydb-core/src/db/query/plan/access_choice/evaluator/range.rs	407	10	26	2.60	34	34	3	2	44
db::query::plan::access_choice::evaluator::ranking	crates/icydb-core/src/db/query/plan/access_choice/evaluator/ranking.rs	192	0	0	0.00	8	8	1	2	8
db::query::plan::access_choice	crates/icydb-core/src/db/query/plan/access_choice/mod.rs	405	6	16	2.67	15	15	2	3	21
db::query::plan::access_choice::model	crates/icydb-core/src/db/query/plan/access_choice/model.rs	279	5	68	13.60	0	0	1	1	5
db::query::plan::access_plan	crates/icydb-core/src/db/query/plan/access_plan.rs	380	4	8	2.00	7	6	2	5	10
db::query::plan::access_planner	crates/icydb-core/src/db/query/plan/access_planner.rs	84	0	0	0.00	1	1	1	3	1
db::query::plan::continuation	crates/icydb-core/src/db/query/plan/continuation.rs	426	1	3	3.00	11	11	1	2	12
db::query::plan::covering	crates/icydb-core/src/db/query/plan/covering/mod.rs	541	6	14	2.33	27	27	2	3	33
db::query::plan::expr::aggregate_input	crates/icydb-core/src/db/query/plan/expr/aggregate_input.rs	229	7	31	4.43	4	4	2	2	11
db::query::plan::expr::ast	crates/icydb-core/src/db/query/plan/expr/ast.rs	629	22	135	6.14	7	7	3	2	29
db::query::plan::expr::canonicalize	crates/icydb-core/src/db/query/plan/expr/canonicalize.rs	996	34	162	4.76	30	30	2	2	64
db::query::plan::expr::function_semantics	crates/icydb-core/src/db/query/plan/expr/function_semantics.rs	742	21	128	6.10	9	9	2	3	30
db::query::plan::expr	crates/icydb-core/src/db/query/plan/expr/mod.rs	20	0	0	0.00	0	0	0	0	0
db::query::plan::expr::predicate_compile	crates/icydb-core/src/db/query/plan/expr/predicate_compile.rs	730	26	111	4.27	14	14	2	2	40
db::query::plan::expr::preview	crates/icydb-core/src/db/query/plan/expr/preview.rs	374	24	88	3.67	9	7	2	2	31
db::query::plan::expr::projection	crates/icydb-core/src/db/query/plan/expr/projection.rs	365	7	26	3.71	9	9	2	4	16
db::query::plan::expr::projection_eval	crates/icydb-core/src/db/query/plan/expr/projection_eval.rs	540	22	91	4.14	15	13	2	2	35
db::query::plan::expr::scalar	crates/icydb-core/src/db/query/plan/expr/scalar.rs	221	2	14	7.00	3	3	1	3	5
db::query::plan::expr::type_inference	crates/icydb-core/src/db/query/plan/expr/type_inference/mod.rs	847	23	120	5.22	32	30	3	3	53
db::query::plan::group	crates/icydb-core/src/db/query/plan/group.rs	735	7	21	3.00	7	7	2	3	14
db::query::plan::grouped_layout	crates/icydb-core/src/db/query/plan/grouped_layout.rs	26	0	0	0.00	3	3	1	2	3
db::query::plan::key_item_match	crates/icydb-core/src/db/query/plan/key_item_match.rs	133	6	12	2.00	7	7	2	3	13
db::query::plan::logical_builder	crates/icydb-core/src/db/query/plan/logical_builder.rs	177	2	4	2.00	5	5	2	2	7
db::query::plan	crates/icydb-core/src/db/query/plan/mod.rs	171	1	2	2.00	1	1	1	3	2
db::query::plan::model	crates/icydb-core/src/db/query/plan/model.rs	515	7	33	4.71	9	8	2	2	15
db::query::plan::model_builder	crates/icydb-core/src/db/query/plan/model_builder.rs	56	0	0	0.00	0	0	0	1	0
db::query::plan::order_contract	crates/icydb-core/src/db/query/plan/order_contract.rs	410	3	7	2.33	11	11	2	2	14
db::query::plan::order_term	crates/icydb-core/src/db/query/plan/order_term.rs	19	1	2	2.00	0	0	1	1	1
db::query::plan::pipeline	crates/icydb-core/src/db/query/plan/pipeline.rs	360	3	8	2.67	16	16	2	4	19
db::query::plan::planner::compare	crates/icydb-core/src/db/query/plan/planner/compare.rs	301	7	24	3.43	22	22	3	3	29
db::query::plan::planner::index_select	crates/icydb-core/src/db/query/plan/planner/index_select.rs	397	16	53	3.31	17	16	3	3	32
db::query::plan::planner	crates/icydb-core/src/db/query/plan/planner/mod.rs	168	0	0	0.00	1	1	1	4	1
db::query::plan::planner::order_select	crates/icydb-core/src/db/query/plan/planner/order_select.rs	53	0	0	0.00	3	3	2	3	3
db::query::plan::planner::predicate	crates/icydb-core/src/db/query/plan/planner/predicate.rs	435	4	13	3.25	19	19	2	4	23
db::query::plan::planner::prefix	crates/icydb-core/src/db/query/plan/planner/prefix.rs	220	3	8	2.67	8	8	2	3	11
